,0
0,168.57691987345686
1,64.89190979841307
2,47.91905640567914
3,48.13065534481778
4,30.48176555626327
5,40.94980307152225
6,39.4194195497799
7,34.65442498270218
8,13.460953810564014
9,11.028115466729037
10,9.439202441814285
11,10.557176804308023
12,14.120297799594443
13,12.854106409257065
14,10.5102331107394
15,10.696502902210932
16,10.978669657771189
17,11.005649678933738
18,9.546962800377623
19,11.134039507445388
20,9.48194385134348
21,10.168611916218216
22,10.831453123566972
23,10.218561964258909
24,9.64505061266678
25,9.461690963511312
26,9.863945371352724
27,8.992144693338025
28,8.53387190170016
29,8.633938361642707
30,8.170956158799802
31,8.064348597142265
32,7.649740108240675
33,9.316851830224708
34,11.598317545207735
35,7.2002930788998
36,6.539728486041632
37,6.231093904460315
38,6.247062854326955
39,7.008229113705807
40,8.40204941317044
41,4.246644968504932
42,3.5854280518988193
43,3.9406152937857373
44,3.3787794171729657
45,4.011508552041383
46,5.012506540388959
47,6.106213836615804
48,6.367278360516479
49,7.357167965925231
50,8.64411995248951
51,9.575270495413177
52,9.58464891488956
53,11.072891914113221
54,8.325239169475635
55,6.041416218168569
56,3.770482030709211
57,4.264114030909254
58,6.518971583887937
59,9.641342788884955
60,8.998179872479936
61,8.577147382538568
62,8.04733898270844
63,7.267176211770117
64,7.139660169401436
65,6.9680469793578315
66,6.861711850873469
67,8.252991386084
68,8.839271465813018
69,11.394761480845705
70,11.492777765535076
71,13.14096132753712
72,12.715790268949359
73,16.44528587977003
74,20.02159024468429
75,33.004420339809734
76,40.57153395740531
77,41.01038619941171
78,46.181976782221966
79,58.93120089297698
80,67.05099575807917
81,68.19603241060274
82,67.54768585571323
83,63.192771891838234
84,64.81738993472598
85,62.659928631171944
86,55.56284016495846
87,47.27416393392665
88,50.10418652133911
89,58.857369261210295
90,61.71282767625693
91,64.05401254826153
92,65.19268117563368
93,85.15677759822879
94,90.72482481321794
95,86.01620215541958
96,88.12405874790967
97,105.94801028337542
98,95.95716858144863
99,87.16397400065804
100,90.95207827452191
101,75.16423440592362
102,105.90418048620538
103,92.93845383058066
104,80.41904000761825
105,70.41157597562842
106,95.02682714870679
107,88.75804660116405
108,85.24068308235043
109,75.92184119192875
110,72.0194424557306
111,89.18360363337402
112,82.23157974423718
113,61.31171344426969
114,56.39099275141595
115,51.46998126344693
116,70.89287127436008
117,59.742028566249594
118,58.49724897431778
119,51.269294723175136
120,53.934055003645355
121,66.03007720425947
122,68.14740253635394
