,max_bodies,batch_size,num_bodies,time
0,120,4,2.0,4.965054273605347
1,120,4,2.0,0.24734091758728027
2,120,4,2.0,0.2412400245666504
3,120,4,2.0,0.2225954532623291
4,120,4,2.0,0.2219247817993164
5,120,4,2.0,0.2256169319152832
6,120,4,2.5,0.2547006607055664
7,120,4,2.75,0.2129218578338623
8,120,4,3.0,0.23989558219909668
9,120,4,3.0,0.226517915725708
10,120,4,3.0,0.23740649223327637
11,120,4,3.0,0.2684037685394287
12,120,4,3.0,0.2567405700683594
13,120,4,3.0,0.2237386703491211
14,120,4,3.0,0.25493383407592773
15,120,4,3.0,0.24379324913024902
16,120,4,3.0,0.23968744277954102
17,120,4,3.0,0.2199697494506836
18,120,4,3.25,0.24097967147827148
19,120,4,3.75,0.25064992904663086
20,120,4,3.75,0.2403264045715332
21,120,4,3.75,0.23883342742919922
22,120,4,3.75,0.2311716079711914
23,120,4,4.0,0.251331090927124
24,120,4,4.0,0.20861482620239258
25,120,4,4.0,0.22391867637634277
26,120,4,4.0,0.22040796279907227
27,120,4,4.0,0.22320127487182617
28,120,4,4.0,0.2298734188079834
29,120,4,4.0,0.22927212715148926
30,120,4,4.0,0.24079084396362305
31,120,4,4.5,0.23793363571166992
32,120,4,4.5,0.2203056812286377
33,120,4,4.5,0.2386162281036377
34,120,4,4.75,0.21892905235290527
35,120,4,4.75,0.24928617477416992
36,120,4,4.75,0.24705123901367188
37,120,4,4.75,0.27608275413513184
38,120,4,5.0,0.22883319854736328
39,120,4,5.0,0.24967551231384277
40,120,4,5.0,0.22807645797729492
41,120,4,5.0,0.24430370330810547
42,120,4,5.0,0.22898387908935547
43,120,4,5.0,0.24786972999572754
44,120,4,5.0,0.25156641006469727
45,120,4,5.0,0.2521703243255615
46,120,4,5.0,0.2511751651763916
47,120,4,5.25,0.27402234077453613
48,120,4,5.25,0.2604179382324219
49,120,4,5.25,0.23656272888183594
50,120,4,5.25,0.22063422203063965
51,120,4,5.5,0.21672296524047852
52,120,4,5.5,0.23261094093322754
53,120,4,5.75,0.23378491401672363
54,120,4,6.0,0.22221088409423828
55,120,4,6.0,0.2660183906555176
56,120,4,6.0,0.25788402557373047
57,120,4,6.0,0.2483987808227539
58,120,4,6.0,0.2486131191253662
59,120,4,6.0,0.2539193630218506
60,120,4,6.0,0.2533562183380127
61,120,4,6.0,0.24571728706359863
62,120,4,6.0,0.2435145378112793
63,120,4,6.0,0.22930026054382324
64,120,4,6.0,0.25180554389953613
65,120,4,6.0,0.2640562057495117
66,120,4,6.25,0.18389320373535156
67,120,4,6.25,0.25054478645324707
68,120,4,6.25,0.24757146835327148
69,120,4,6.5,0.26589155197143555
70,120,4,6.75,0.23846912384033203
71,120,4,6.75,0.23664236068725586
72,120,4,7.0,0.2603452205657959
73,120,4,7.0,0.22020602226257324
74,120,4,7.0,0.25152015686035156
75,120,4,7.0,0.2358229160308838
76,120,4,7.0,0.21547150611877441
77,120,4,7.0,0.21739578247070312
78,120,4,7.0,0.26575207710266113
79,120,4,7.0,0.22030067443847656
80,120,4,7.0,0.2189652919769287
81,120,4,7.0,0.2678699493408203
82,120,4,7.0,0.24092459678649902
83,120,4,7.25,0.2674894332885742
84,120,4,7.25,0.19445466995239258
85,120,4,7.25,0.24327993392944336
86,120,4,7.25,0.2636420726776123
87,120,4,7.75,0.23392295837402344
88,120,4,7.75,0.21010422706604004
89,120,4,8.0,0.23192477226257324
90,120,4,8.0,0.2470238208770752
91,120,4,8.0,0.2339787483215332
92,120,4,8.0,0.2601144313812256
93,120,4,8.0,0.22371459007263184
94,120,4,8.0,0.24911117553710938
95,120,4,8.0,0.25191402435302734
96,120,4,8.0,0.24541926383972168
97,120,4,8.0,0.2533571720123291
98,120,4,8.25,0.23734164237976074
99,120,4,8.25,0.25192928314208984
100,120,4,8.25,0.27695703506469727
101,120,4,8.25,0.24667954444885254
102,120,4,8.5,0.26310300827026367
103,120,4,8.75,0.2628746032714844
104,120,4,8.75,0.25216054916381836
105,120,4,9.0,0.2378232479095459
106,120,4,9.0,0.27050018310546875
107,120,4,9.0,0.25196409225463867
108,120,4,9.0,0.23807740211486816
109,120,4,9.0,0.24722957611083984
110,120,4,9.0,0.24422502517700195
111,120,4,9.0,0.21831417083740234
112,120,4,9.0,0.1940155029296875
113,120,4,9.0,0.25527215003967285
114,120,4,9.0,0.23723220825195312
115,120,4,9.25,0.277008056640625
116,120,4,9.25,0.2454662322998047
117,120,4,9.25,0.21794843673706055
118,120,4,9.25,0.24793195724487305
119,120,4,9.5,0.2317371368408203
120,120,4,9.75,0.21973347663879395
121,120,4,9.75,0.28940248489379883
122,120,4,10.0,0.25249385833740234
123,120,4,10.0,0.28115034103393555
124,120,4,10.0,0.24433088302612305
125,120,4,10.0,0.21769976615905762
126,120,4,10.0,0.23819732666015625
127,120,4,10.0,0.2775139808654785
128,120,4,10.0,0.17228388786315918
129,120,4,10.25,0.2628824710845947
130,120,4,10.25,0.33602476119995117
131,120,4,10.25,0.26651883125305176
132,120,4,10.25,0.28125977516174316
133,120,4,10.25,0.2196340560913086
134,120,4,10.5,0.25042057037353516
135,120,4,10.75,0.2552831172943115
136,120,4,10.75,0.24282002449035645
137,120,4,10.75,0.27504754066467285
138,120,4,11.0,0.23677849769592285
139,120,4,11.0,0.2682197093963623
140,120,4,11.0,0.2445988655090332
141,120,4,11.0,0.2445535659790039
142,120,4,11.0,0.2513391971588135
143,120,4,11.0,0.2488110065460205
144,120,4,11.0,0.2112727165222168
145,120,4,11.0,0.23313426971435547
146,120,4,11.0,0.25667428970336914
147,120,4,11.0,0.23655462265014648
148,120,4,11.0,0.23588800430297852
149,120,4,11.5,0.22476887702941895
150,120,4,11.75,0.2542238235473633
151,120,4,12.0,0.2126636505126953
152,120,4,12.0,0.21860241889953613
153,120,4,12.0,0.24440336227416992
154,120,4,12.0,0.26666259765625
155,120,4,12.0,0.21750140190124512
156,120,4,12.0,0.19764947891235352
157,120,4,12.0,0.23679351806640625
158,120,4,12.0,0.22115349769592285
159,120,4,12.0,0.26708197593688965
160,120,4,12.0,0.22254729270935059
161,120,4,12.0,0.24342036247253418
162,120,4,12.0,0.2348766326904297
163,120,4,12.0,0.23207354545593262
164,120,4,12.0,0.2559936046600342
165,120,4,12.0,0.2354128360748291
166,120,4,12.25,0.22463440895080566
167,120,4,12.5,0.23679232597351074
168,120,4,12.5,0.23726511001586914
169,120,4,12.75,0.23798251152038574
170,120,4,12.75,0.2452831268310547
171,120,4,12.75,0.2124016284942627
172,120,4,12.75,0.24543237686157227
173,120,4,12.75,0.2332313060760498
174,120,4,12.75,0.26680874824523926
175,120,4,12.75,0.17939996719360352
176,120,4,12.75,0.2239975929260254
177,120,4,12.75,0.24852609634399414
178,120,4,12.75,0.24348211288452148
179,120,4,12.75,0.20127105712890625
180,120,4,12.75,0.24559330940246582
181,120,4,13.25,0.24328827857971191
182,120,4,13.5,0.243516206741333
183,120,4,13.5,0.2682013511657715
184,120,4,13.5,0.266542911529541
185,120,4,13.5,0.21821069717407227
186,120,4,13.5,0.2414836883544922
187,120,4,13.5,0.24061942100524902
188,120,4,13.5,0.2586483955383301
189,120,4,13.5,0.22607779502868652
190,120,4,13.5,0.21695780754089355
191,120,4,13.5,0.24226856231689453
192,120,4,13.5,0.22538113594055176
193,120,4,13.5,0.22225475311279297
194,120,4,13.5,0.24458074569702148
195,120,4,13.75,0.22838068008422852
196,120,4,14.0,0.2435901165008545
197,120,4,14.0,0.281996488571167
198,120,4,14.0,0.2593421936035156
199,120,4,14.0,0.2789921760559082
200,120,4,2.0,0.2203655242919922
201,120,4,2.0,0.2410290241241455
202,120,4,2.0,0.25269269943237305
203,120,4,2.0,0.22729992866516113
