,max_bodies,batch_size,num_bodies,time
0,20,32,2.0,0.1609795093536377
1,20,32,2.0,0.07786750793457031
2,20,32,2.0,0.08469700813293457
3,20,32,2.0,0.0795431137084961
4,20,32,2.0,0.0848381519317627
5,20,32,2.0,0.0790858268737793
6,20,32,2.40625,0.08545994758605957
7,20,32,2.71875,0.08606410026550293
8,20,32,3.0,0.0879368782043457
9,20,32,3.0,0.0838162899017334
10,20,32,3.0,0.08329129219055176
11,20,32,3.0,0.08373570442199707
12,20,32,3.0,0.08050060272216797
13,20,32,3.0,0.08271002769470215
14,20,32,3.0,0.08208155632019043
15,20,32,3.0,0.08531546592712402
16,20,32,3.0,0.08046483993530273
17,20,32,3.0,0.08183646202087402
18,20,32,3.28125,0.08589005470275879
19,20,32,3.53125,0.08103132247924805
20,20,32,3.59375,0.08507227897644043
21,20,32,3.65625,0.08480048179626465
22,20,32,3.84375,0.08401036262512207
23,20,32,3.84375,0.08781957626342773
24,20,32,3.96875,0.0856168270111084
25,20,32,4.0,0.08628273010253906
26,20,32,4.0,0.08914685249328613
27,20,32,4.0,0.09343695640563965
28,20,32,4.0,0.08831977844238281
29,20,32,4.125,0.09075450897216797
30,20,32,4.21875,0.08721041679382324
31,20,32,4.375,0.1399993896484375
32,20,32,4.46875,0.09015655517578125
33,20,32,4.46875,0.0852053165435791
34,20,32,4.59375,0.08780288696289062
35,20,32,4.625,0.09001588821411133
36,20,32,4.78125,0.08693051338195801
37,20,32,4.875,0.08516621589660645
38,20,32,4.875,0.08388686180114746
39,20,32,4.96875,0.08353018760681152
40,20,32,4.96875,0.07985186576843262
41,20,32,4.96875,0.08614015579223633
42,20,32,5.0,0.08669447898864746
43,20,32,5.0,0.08494925498962402
44,20,32,5.0,0.08520221710205078
45,20,32,5.0,0.08557629585266113
46,20,32,5.09375,0.08424496650695801
47,20,32,5.21875,0.1507415771484375
48,20,32,5.3125,0.10133504867553711
49,20,32,5.46875,0.08364748954772949
50,20,32,5.5,0.08176875114440918
51,20,32,5.59375,0.08338236808776855
52,20,32,5.65625,0.07922816276550293
53,20,32,5.71875,0.08681988716125488
54,20,32,5.84375,0.08335542678833008
55,20,32,5.90625,0.08034372329711914
56,20,32,5.96875,0.08446645736694336
57,20,32,6.0,0.08459830284118652
58,20,32,6.0,0.0827033519744873
59,20,32,6.0,0.08504724502563477
60,20,32,6.0,0.09112167358398438
61,20,32,6.0,0.08421778678894043
62,20,32,6.0,0.08471083641052246
63,20,32,6.03125,0.08559751510620117
64,20,32,6.21875,0.08660602569580078
65,20,32,6.28125,0.08708643913269043
66,20,32,6.375,0.08353304862976074
67,20,32,6.5625,0.08545994758605957
68,20,32,6.59375,0.0860600471496582
69,20,32,6.625,0.0840904712677002
70,20,32,6.78125,0.08284211158752441
71,20,32,6.84375,0.08615994453430176
72,20,32,6.875,0.08067870140075684
73,20,32,6.96875,0.08254027366638184
74,20,32,7.0,0.0852816104888916
75,20,32,7.0,0.08314204216003418
76,20,32,7.0,0.08531069755554199
77,20,32,7.0,0.08374500274658203
78,20,32,7.0,0.0828866958618164
79,20,32,7.0,0.08755636215209961
80,20,32,7.0,0.08077692985534668
81,20,32,7.1875,0.08624267578125
82,20,32,7.28125,0.08613944053649902
83,20,32,7.375,0.08945631980895996
84,20,32,7.4375,0.08326888084411621
85,20,32,7.625,0.08325982093811035
86,20,32,7.6875,0.08560729026794434
87,20,32,7.78125,0.08702754974365234
88,20,32,7.84375,0.08121395111083984
89,20,32,7.84375,0.08193373680114746
90,20,32,7.90625,0.07993030548095703
91,20,32,8.0,0.08156847953796387
92,20,32,8.0,0.08082842826843262
93,20,32,8.03125,0.07769393920898438
94,20,32,8.0625,0.08423662185668945
95,20,32,8.0625,0.08280444145202637
96,20,32,8.125,0.0805046558380127
97,20,32,8.25,0.08073806762695312
98,20,32,8.34375,0.08207893371582031
99,20,32,8.4375,0.08416581153869629
100,20,32,8.59375,0.08048868179321289
101,20,32,8.625,0.08609533309936523
102,20,32,8.6875,0.08435916900634766
103,20,32,8.78125,0.0959169864654541
104,20,32,8.84375,0.08597087860107422
105,20,32,8.875,0.09432768821716309
106,20,32,9.0,0.09454941749572754
107,20,32,9.03125,0.07922959327697754
108,20,32,9.03125,0.08061695098876953
109,20,32,9.03125,0.08150410652160645
110,20,32,9.03125,0.14075207710266113
111,20,32,9.15625,0.07975316047668457
112,20,32,9.15625,0.07686257362365723
113,20,32,9.15625,0.07960343360900879
114,20,32,9.21875,0.08284211158752441
115,20,32,9.34375,0.08272385597229004
116,20,32,9.4375,0.0838768482208252
117,20,32,9.5625,0.08155250549316406
118,20,32,9.65625,0.08420825004577637
119,20,32,9.75,0.07970333099365234
120,20,32,9.84375,0.0823814868927002
121,20,32,9.84375,0.08439922332763672
122,20,32,9.9375,0.08314394950866699
123,20,32,9.96875,0.08353257179260254
124,20,32,10.0625,0.08011722564697266
125,20,32,10.125,0.07972002029418945
126,20,32,10.125,0.07867741584777832
127,20,32,10.1875,0.08061051368713379
128,20,32,10.25,0.07360363006591797
129,20,32,10.34375,0.08100700378417969
130,20,32,10.375,0.083221435546875
131,20,32,10.46875,0.08219146728515625
132,20,32,10.5625,0.08249735832214355
133,20,32,10.59375,0.08385825157165527
134,20,32,10.65625,0.08498263359069824
135,20,32,10.78125,0.08608150482177734
136,20,32,10.8125,0.08890581130981445
137,20,32,10.875,0.0924234390258789
138,20,32,10.96875,0.09101700782775879
139,20,32,11.0,0.09269595146179199
140,20,32,11.0,0.1019892692565918
141,20,32,11.09375,0.15416932106018066
142,20,32,11.15625,0.09174036979675293
143,20,32,11.15625,0.09315323829650879
144,20,32,11.15625,0.0966193675994873
145,20,32,11.15625,0.09614253044128418
146,20,32,11.21875,0.09122514724731445
147,20,32,11.25,0.09385418891906738
148,20,32,11.28125,0.09609413146972656
149,20,32,11.5625,0.09715795516967773
150,20,32,11.75,0.09995579719543457
151,20,32,11.8125,0.1284172534942627
152,20,32,11.90625,0.2045896053314209
153,20,32,11.90625,0.08420300483703613
154,20,32,11.96875,0.08298110961914062
155,20,32,11.96875,0.08978915214538574
156,20,32,11.96875,0.08875417709350586
157,20,32,12.15625,0.0900106430053711
158,20,32,12.1875,0.08808398246765137
159,20,32,12.1875,0.0886993408203125
160,20,32,12.1875,0.08938956260681152
161,20,32,12.1875,0.08936476707458496
162,20,32,12.25,0.20922040939331055
163,20,32,12.34375,0.08341407775878906
164,20,32,12.375,0.07836771011352539
165,20,32,12.40625,0.09853410720825195
166,20,32,12.5,0.09077572822570801
167,20,32,12.5625,0.2015383243560791
168,20,32,12.625,0.09688472747802734
169,20,32,12.65625,0.09441089630126953
170,20,32,12.75,0.08990764617919922
171,20,32,12.96875,0.08566451072692871
172,20,32,13.0625,0.08853268623352051
