,max_bodies,batch_size,num_bodies,time
0,20,1,2.0,0.09760832786560059
1,20,1,2.0,0.019242286682128906
2,20,1,2.0,0.015576362609863281
3,20,1,2.0,0.017160654067993164
4,20,1,2.0,0.017011165618896484
5,20,1,2.0,0.015299320220947266
6,20,1,2.0,0.015546321868896484
7,20,1,3.0,0.020059823989868164
8,20,1,3.0,0.015541791915893555
9,20,1,3.0,0.015756607055664062
10,20,1,3.0,0.0156705379486084
11,20,1,3.0,0.015406131744384766
12,20,1,3.0,0.015162944793701172
13,20,1,3.0,0.015347719192504883
14,20,1,3.0,0.01526331901550293
15,20,1,3.0,0.01729750633239746
16,20,1,3.0,0.011504411697387695
17,20,1,3.0,0.016042232513427734
18,20,1,3.0,0.019317150115966797
19,20,1,3.0,0.01728200912475586
20,20,1,3.0,0.015566110610961914
21,20,1,4.0,0.015358209609985352
22,20,1,4.0,0.016249895095825195
23,20,1,4.0,0.01633453369140625
24,20,1,4.0,0.01639723777770996
25,20,1,4.0,0.01660919189453125
26,20,1,4.0,0.016571998596191406
27,20,1,4.0,0.016687393188476562
28,20,1,4.0,0.016613483428955078
29,20,1,4.0,0.016612529754638672
30,20,1,4.0,0.0168154239654541
31,20,1,4.0,0.018576860427856445
32,20,1,4.0,0.016232967376708984
33,20,1,4.0,0.016202926635742188
34,20,1,5.0,0.02139759063720703
35,20,1,5.0,0.017529726028442383
36,20,1,5.0,0.02054762840270996
37,20,1,5.0,0.020339250564575195
38,20,1,5.0,0.01839447021484375
39,20,1,5.0,0.02037501335144043
40,20,1,5.0,0.02005457878112793
41,20,1,5.0,0.0199282169342041
42,20,1,5.0,0.018255233764648438
43,20,1,5.0,0.019995927810668945
44,20,1,5.0,0.019151687622070312
45,20,1,5.0,0.020115137100219727
46,20,1,6.0,0.02018260955810547
47,20,1,6.0,0.013525247573852539
48,20,1,6.0,0.014240503311157227
49,20,1,6.0,0.020321369171142578
50,20,1,6.0,0.016118288040161133
51,20,1,6.0,0.01313638687133789
52,20,1,6.0,0.016141414642333984
53,20,1,6.0,0.016717195510864258
54,20,1,6.0,0.013404607772827148
55,20,1,6.0,0.01665186882019043
